sentence,sentence_with_entity,class,subject_entity,object_entity,영진,준홍
오미디야르는 에코베이 닷컴(echobay.com)으로 도메인 이름을 정하려고 했으나 그 이름은 금광 회사인 에코 베이 광산에 의해 이미 등록되어 있었기 때문에 차선책으로 조금 그 이름을 줄여서 이베이 닷컴으로 하였다.,오미디야르는 <sbj:에코베이 닷컴>(echobay.com)으로 도메인 이름을 정하려고 했으나 그 이름은 금광 회사인 <obj:에코 베이 광산>에 의해 이미 등록되어 있었기 때문에 차선책으로 조금 그 이름을 줄여서 이베이 닷컴으로 하였다.,org:alteranate_names,"{'start': 7, 'text': '에코베이 닷컴', 'type': 'org'}","{'start': 60, 'text': '에코 베이 광산', 'type': 'org'}",,
옥션웹에서 판매된 첫 번째 물건들 중 하나는 망가진 레이저 포인터였고 팔린 가격은 14.83달러였다.,<sbj:옥션웹>에서 판매된 첫 번째 물건들 중 하나는 <obj:망가진 레이저 포인>터였고 팔린 가격은 14.83달러였다.,org:production,"{'start': 0, 'text': '옥션웹', 'type': 'org'}","{'start': 25, 'text': '망가진 레이저 포인', 'type': 'poh'}",,
포스트스크립트 페이지 기술 언어를 개발하고 판매하기 위해 제록스 PARC를 떠난 존 워녹과 찰스 게시키는 1982년 12월에 어도비를 설립하였다.,포스트스크립트 페이지 기술 언어를 개발하고 판매하기 위해 제록스 PARC를 떠난 존 워녹과 찰스 게시키는 <obj:1982년 12월>에 <sbj:어도비>를 설립하였다.,org:founded,"{'start': 70, 'text': '어도비', 'type': 'org'}","{'start': 59, 'text': '1982년 12월', 'type': 'dat'}",,
그는 또한 1995년 9월 이베이는 파손된 레이저 포인터를 원했던 구매자와 판매자를 연결함으로써 시작되었으며 오늘날 이베이는 구매자와 판매자를 언제 어디서나 그들이 필요로 하고 사랑하는 것들로 연결시키는 것에 여전히 중점을 두고 있다고 강조하였다.,그는 또한 <obj:1995년 9월> <sbj:이베이>는 파손된 레이저 포인터를 원했던 구매자와 판매자를 연결함으로써 시작되었으며 오늘날 이베이는 구매자와 판매자를 언제 어디서나 그들이 필요로 하고 사랑하는 것들로 연결시키는 것에 여전히 중점을 두고 있다고 강조하였다.,org:founded,"{'start': 15, 'text': '이베이', 'type': 'org'}","{'start': 6, 'text': '1995년 9월', 'type': 'dat'}",,
도타2의 첫 번째 대회인 &quot;더 인터내셔널&quot;은 2013년부터 트위치에서 라이브 스트리밍을 했다.,"<obj:도타2>의 첫 번째 대회인 ""더 인터내셔널""은 2013년부터 <sbj:트위치>에서 라이브 스트리밍을 했다.",no_relation:no_relation,"{'start': 33, 'text': '트위치', 'type': 'no_relation'}","{'start': 0, 'text': '도타2', 'type': 'no_relation'}",,
"이에 뜨뜨뜨뜨와 릴카는 중재 신청을 나섰고, 트위치의 미국 본사는 이 둘의 정지를 풀어줄 것을 트위치코리아에 요구했으나 트위치코리아는 이를 외면하고 있다.","이에 뜨뜨뜨뜨와 릴카는 중재 신청을 나섰고, <sbj:트위치>의 미국 본사는 이 둘의 정지를 풀어줄 것을 <obj:트위치코리아>에 요구했으나 트위치코리아는 이를 외면하고 있다.",org:members,"{'start': 25, 'text': '트위치', 'type': 'org'}","{'start': 53, 'text': '트위치코리아', 'type': 'org'}",,
"트위치는 2018년 오버워치 리그의 스트리밍 파트너로 계약을 맺었으며, 이 사이트는 또한 오버워치 전용 콘텐츠와 이모티콘, 게임 내 아이템을 갖춘 '올액세스 패스'를 제공한다.","<sbj:트위치>는 2018년 <obj:오버워치 리그>의 스트리밍 파트너로 계약을 맺었으며, 이 사이트는 또한 오버워치 전용 콘텐츠와 이모티콘, 게임 내 아이템을 갖춘 '올액세스 패스'를 제공한다.",org:contract,"{'start': 0, 'text': '트위치', 'type': 'org'}","{'start': 11, 'text': '오버워치 리그', 'type': 'org'}",,
"1997년 이베이는 벤처 자본 회사 벤치마크 캐피탈로부터 670만 달러의 투자를 받았으며, 1998년 3월 이사회에 의하여 메그 휘트먼이 이베이의 사장이자 CEO로 고용되었다.","1997년 <obj:이베이>는 벤처 자본 회사 벤치마크 캐피탈로부터 670만 달러의 투자를 받았으며, 1998년 3월 이사회에 의하여 <sbj:메그 휘트먼>이 이베이의 사장이자 CEO로 고용되었다.",per:employee_of,"{'start': 69, 'text': '메그 휘트먼', 'type': 'per'}","{'start': 6, 'text': '이베이', 'type': 'org'}",,
실제 트위치는 2016년부터 매년 한 번씩 하스스톤' 퀴즈쇼 '도전! 돌든벨' 등을 개최해오고 있다.,실제 <sbj:트위치>는 2016년부터 매년 한 번씩 하스스톤' 퀴즈쇼 <obj:'도전! 돌든벨'> 등을 개최해오고 있다.,org:production,"{'start': 3, 'text': '트위치', 'type': 'org'}","{'start': 34, 'text': ""'도전! 돌든벨'"", 'type': 'poh'}",,
데빈 위니그(en:Devin Wenig) 이베이 회장 겸 CEO는 2012년 9월 새로운 로고를 발표하면서 새로운 로고는 이베이의 자랑스러운 역사에 뿌리를 두고 있으며 역동적인 미래를 반영한다고 설명하였다.,<sbj:데빈 위니그>(en:<obj:Devin Wenig>) 이베이 회장 겸 CEO는 2012년 9월 새로운 로고를 발표하면서 새로운 로고는 이베이의 자랑스러운 역사에 뿌리를 두고 있으며 역동적인 미래를 반영한다고 설명하였다.,org:alteranate_names,"{'start': 0, 'text': '데빈 위니그', 'type': 'org'}","{'start': 10, 'text': 'Devin Wenig', 'type': 'org'}",,
이베이의 전신이라고 할 수 있는 옥션웹(AuctionWeb)은 1995년 9월 3일 캘리포니아에서 프랑스 태생의 이란계 미국인 컴퓨터 프로그래머 피에르 오미디아에 의하여 개인 사이트로서는 조금 큰 편으로 시작되었다.,이베이의 전신이라고 할 수 있는 <sbj:옥션웹>(AuctionWeb)은 1995년 9월 3일 캘리포니아에서 프랑스 태생의 이란계 미국인 컴퓨터 프로그래머 <obj:피에르 오미디아>에 의하여 개인 사이트로서는 조금 큰 편으로 시작되었다.,org:founded_by,"{'start': 18, 'text': '옥션웹', 'type': 'org'}","{'start': 81, 'text': '피에르 오미디아', 'type': 'per'}",,
"구입자는 이메일 답장에서 이렇게 설명하였다. &quot;저는 망가진 레이저 포인터를 수집하는 사람입니다.&quot;이베이는 오미디야르 약혼자의 페즈 캔디 수납통 수집을 돕기 위하여 만들어졌다는 흔히 반복되는 '동화 같은' 이야기가 있었는데, 이것은 '완벽한 시장'을 만들기 원했다는 회사 측의 이전 설명에 흥미가 없었던 미디어의 관심을 끌기 위하여, 1997년 당시 대외 홍보 매니저였던 메리 루 송이 꾸며낸 것이었다.","구입자는 이메일 답장에서 이렇게 설명하였다. ""저는 망가진 레이저 포인터를 수집하는 사람입니다.""<obj:이베이>는 오미디야르 약혼자의 페즈 캔디 수납통 수집을 돕기 위하여 만들어졌다는 흔히 반복되는 '동화 같은' 이야기가 있었는데, 이것은 '완벽한 시장'을 만들기 원했다는 회사 측의 이전 설명에 흥미가 없었던 미디어의 관심을 끌기 위하여, 1997년 당시 대외 홍보 매니저였던 <sbj:메리 루 송>이 꾸며낸 것이었다.",per:employee_of,"{'start': 207, 'text': '메리 루 송', 'type': 'per'}","{'start': 54, 'text': '이베이', 'type': 'org'}",,
"사감위는 트위치 국내 법무대리를 맡은 '김앤장'을 통해 한 번, 미국 본사에 메일로 한 번 공식 협조 요청을 했다.","사감위는 <sbj:트위치> 국내 법무대리를 맡은 '<obj:김앤장>'을 통해 한 번, 미국 본사에 메일로 한 번 공식 협조 요청을 했다.",org:contract,"{'start': 5, 'text': '트위치', 'type': 'org'}","{'start': 22, 'text': '김앤장', 'type': 'org'}",,
또한 이베이 등 다른 인터넷 업체들도 핀터레스트를 모방한 서비스들을 속속 내놓고 있는 실정이다.,또한 <obj:이베이> 등 다른 인터넷 업체들도 <sbj:핀터레스트>를 모방한 서비스들을 속속 내놓고 있는 실정이다.,no_relation:no_relation,"{'start': 21, 'text': '핀터레스트', 'type': 'no_relation'}","{'start': 3, 'text': '이베이', 'type': 'no_relation'}",,
"2013년, 트위치는 개발자가 트위치 스트리밍을 소프트웨어에 통합할 수 있도록 소프트웨어 개발 키트를 출시했다.","2013년, <sbj:트위치>는 개발자가 트위치 스트리밍을 소프트웨어에 통합할 수 있도록 <obj:소프트웨어 개발 키트>를 출시했다.",org:production,"{'start': 7, 'text': '트위치', 'type': 'org'}","{'start': 44, 'text': '소프트웨어 개발 키트', 'type': 'poh'}",,
이베이는 2002년 중국 시장에 진출하였지만 2007년에 중국 이베이 사이트를 문 닫아야 했다.,<sbj:이베이>는 2002년 <obj:중국> 시장에 진출하였지만 2007년에 중국 이베이 사이트를 문 닫아야 했다.,no_relation:no_relation,"{'start': 0, 'text': '이베이', 'type': 'no_relation'}","{'start': 11, 'text': '중국', 'type': 'no_relation'}",,
"2012년 4월 17일, 트위치는 CBS 인터랙티브가 광고, 홍보, 스폰서를 독점적으로 판매할 수 있는 권리를 주는 계약을 발표했다.","2012년 4월 17일, <sbj:트위치>는 <obj:CBS 인터랙티브>가 광고, 홍보, 스폰서를 독점적으로 판매할 수 있는 권리를 주는 계약을 발표했다.",org:contract,"{'start': 14, 'text': '트위치', 'type': 'org'}","{'start': 19, 'text': 'CBS 인터랙티브', 'type': 'org'}",,
"2012년 9월 이베이는 새로운 로고를 선보였는데, 조금 가느다란 형태의 변형된 유니버스 글꼴을 사용한 것이었으며 뉴욕의 디자인 회사 리핀코트(en:Lippincott)가 도안한 것이었다. 이 새로운 로고는 1995년 설립된 이후 사용하였던 조금 두터운 유니버스 글꼴의 로고를 대치하였다.","2012년 9월 <sbj:이베이>는 새로운 로고를 선보였는데, 조금 가느다란 형태의 변형된 유니버스 글꼴을 사용한 것이었으며 뉴욕의 디자인 회사 리핀코트(en:Lippincott)가 도안한 것이었다. 이 새로운 로고는 <obj:1995년> 설립된 이후 사용하였던 조금 두터운 유니버스 글꼴의 로고를 대치하였다.",org:founded,"{'start': 9, 'text': '이베이', 'type': 'org'}","{'start': 116, 'text': '1995년', 'type': 'dat'}",,
"미국 시장에서 키지지는 2010년 이베이 안내 광고에 통합되었고, 하프 닷컴(Half.com)은 2017년 9월 운영을 중단하고 역시 이베이에 흡수되었다.","미국 시장에서 키지지는 2010년 <sbj:이베이> 안내 광고에 통합되었고, <obj:하프 닷컴>(Half.com)은 2017년 9월 운영을 중단하고 역시 이베이에 흡수되었다.",org:members,"{'start': 19, 'text': '이베이', 'type': 'org'}","{'start': 37, 'text': '하프 닷컴', 'type': 'org'}",,
어도비 시스템즈는 1986년에 나스닥에 들어갔다.,<sbj:어도비 시스템즈>는 <obj:1986년>에 나스닥에 들어갔다.,no_relation:no_relation,"{'start': 0, 'text': '어도비 시스템즈', 'type': 'no_relation'}","{'start': 10, 'text': '1986년', 'type': 'no_relation'}",,
"2007년 1월쯤, 어도비 시스템즈는 6,677 명을 고용하고 있고, 그 가운데 40 퍼센트가 새네제이에서 일하고 있다.","<obj:2007년> 1월쯤, <sbj:어도비 시스템즈>는 6,677 명을 고용하고 있고, 그 가운데 40 퍼센트가 새네제이에서 일하고 있다.",no_relation:no_relation,"{'start': 11, 'text': '어도비 시스템즈', 'type': 'no_relation'}","{'start': 0, 'text': '2007년', 'type': 'no_relation'}",,
"LinkedIn의 CEO는 Jeff Weiner로서, Yahoo! Inc.에서 경영진으로 근무한 경력이 있다.","<obj:LinkedIn>의 CEO는 <sbj:Jeff Weiner>로서, Yahoo! Inc.에서 경영진으로 근무한 경력이 있다.",per:employee_of,"{'start': 15, 'text': 'Jeff Weiner', 'type': 'per'}","{'start': 0, 'text': 'LinkedIn', 'type': 'org'}",,
"2018년 1월 31일 이베이는 페이팔을 대신하여 이베이의 주된 결제 서어비스 제공자를 네덜란드의 신생 기업 아디옌으로 바꿀 것이라고 발표하였는데, 교체는 2021년까지 완료될 예정이며 2023년 7월까지 페이팔은 이베이에서의 지불 가능한 결제 수단으로 남아 있을 것이라고 하였다.","2018년 1월 31일 이베이는 페이팔을 대신하여 이베이의 주된 결제 서어비스 제공자를 <obj:네덜란드>의 신생 기업 <sbj:아디옌>으로 바꿀 것이라고 발표하였는데, 교체는 2021년까지 완료될 예정이며 2023년 7월까지 페이팔은 이베이에서의 지불 가능한 결제 수단으로 남아 있을 것이라고 하였다.",org:location,"{'start': 61, 'text': '아디옌', 'type': 'org'}","{'start': 49, 'text': '네덜란드', 'type': 'loc'}",,
트위치(영어: Twitch)는 비디오 게임 전용 인터넷 개인 방송 서비스이다.,<sbj:트위치>(영어: <obj:Twitch>)는 비디오 게임 전용 인터넷 개인 방송 서비스이다.,org:alteranate_names,"{'start': 0, 'text': '트위치', 'type': 'org'}","{'start': 8, 'text': 'Twitch', 'type': 'org'}",,
"예를 들면 데이비드 갤브레이스(David Galbraith)가 2005년에 만든 위스츠(Wists) 같은 것이 있다.2012년 기준으로, 이 벤처 회사의 종업원 수는 16명였으며, 매출은 미미하고, 적자를 보고 있었다.","예를 들면 <obj:데이비드 갤브레이스>(David Galbraith)가 2005년에 만든 <sbj:위스츠>(Wists) 같은 것이 있다.2012년 기준으로, 이 벤처 회사의 종업원 수는 16명였으며, 매출은 미미하고, 적자를 보고 있었다.",org:founded_by,"{'start': 45, 'text': '위스츠', 'type': 'org'}","{'start': 6, 'text': '데이비드 갤브레이스', 'type': 'per'}",,
"2014년 5월 18일, 미국 엔터테인먼트 주간 잡지 버라이어티(Variety)는 구글이 유튜브 자회사를 통해 트위치를 약 10억 달러에 인수하는 예비 계약을 체결했다고 처음 보도했다.","2014년 5월 18일, 미국 엔터테인먼트 주간 잡지 버라이어티(Variety)는 <sbj:구글>이 <obj:유튜브> 자회사를 통해 트위치를 약 10억 달러에 인수하는 예비 계약을 체결했다고 처음 보도했다.",org:members,"{'start': 46, 'text': '구글', 'type': 'org'}","{'start': 50, 'text': '유튜브', 'type': 'org'}",,
"1985년에 애플 컴퓨터는 포스트스크립트를 레이저라이터 프린터에 사용하기 위해 라이선스하였으며, 이로써 탁상 출판 혁명의 시발점이 되었다. &quot;어도비&quot;(Adobe)라는 회사 이름은 회사 창립자 존 워녹의 집 뒤에 흐르던 어도비 개천(Adobe Creek)에서 따온 것이다.","1985년에 애플 컴퓨터는 포스트스크립트를 레이저라이터 프린터에 사용하기 위해 라이선스하였으며, 이로써 탁상 출판 혁명의 시발점이 되었다. ""<sbj:어도비>""(Adobe)라는 회사 이름은 회사 창립자 <obj:존 워녹>의 집 뒤에 흐르던 어도비 개천(Adobe Creek)에서 따온 것이다.",org:founded_by,"{'start': 79, 'text': '어도비', 'type': 'org'}","{'start': 107, 'text': '존 워녹', 'type': 'per'}",,
